name,vintage,varietal,location,price,score,prediction,difference,bordeauxBlends,syrah,pinot,italy,france,australia
Chateau L'Evangile,1994,Bordeaux Red Blends,Pomerol, Bordeaux, France,129.00,90,92.77246,-2.77246,1,0,0,0,1,0
Mitchelton Print Shiraz,1996,Syrah/Shiraz,Australia,49.99,88,92.64755,-4.64755,0,1,0,0,0,1
Chateau Beychevelle,1998,Bordeaux Red Blends,St. Julien, Bordeaux, France,48.99,87,92.08865,-5.08865,1,0,0,0,1,0
Chauvenet-Chopin Cotes du Nuits Villages,1999,Pinot Noir,Burgundy, France,27.49,88,90.93279,-2.93279,0,0,1,0,1,0
Chateau Brown Lamartine,1998,Bordeaux Red Blends,Bordeaux, France,19.99,87,91.84080,-4.84080,1,0,0,0,1,0
Terrabianca Campaccio Reserve,1997,Tuscan Blends,Tuscany, Italy,58.99,91,91.80460,-0.80460,1,0,0,1,0,0
Chateau Angelus,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,489.97,99,95.85754,3.14246,1,0,0,0,1,0
Chateau Figeac,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,249.97,91,93.80635,-2.80635,1,0,0,0,1,0
Chateau La Conseillante,2000,Bordeaux Red Blends,Pomerol, Bordeaux, France,239.98,96,93.72097,2.27903,1,0,0,0,1,0
Chateau La Mission Haut-Brion,2000,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,629.97,100,97.05408,2.94592,1,0,0,0,1,0
Chateau Leoville Barton,2000,Bordeaux Red Blends,St. Julien, Bordeaux, France,169.97,95,93.12262,1.87738,1,0,0,0,1,0
Chateau Lynch-Bages,2000,Bordeaux Red Blends,Pauillac, Bordeaux, France,369.97,97,94.83195,2.16805,1,0,0,0,1,0
Chateau Monbousquet,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,139.97,93,92.86623,0.13377,1,0,0,0,1,0
Chateau Pavie,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,599.97,100,96.79768,3.20232,1,0,0,0,1,0
Chateau Pichon-Longueville Baron,2000,Bordeaux Red Blends,Pauillac, Bordeaux, France,249.97,97,93.80635,3.19365,1,0,0,0,1,0
Highbank Coonawarra Basket Pressed (Cab/Merlot/Cab Franc),1997,Bordeaux Red Blends,Coonawarra, Limestone Coast, Australia,40.49,92,91.80576,0.19424,1,0,0,0,0,1
Mitchelton Print Shiraz,1998,Syrah/Shiraz,Australia,49.99,88,92.64755,-4.64755,0,1,0,0,0,1
Guigal Cote Rotie Brune et Blonde,1998,Syrah/Shiraz,Cote Rotie, Rhone, France,69.97,90,93.02856,-3.02856,0,1,0,0,1,0
Chateau Margaux,1998,Bordeaux Red Blends,Margaux, Bordeaux, France,749.97,91,98.07967,-7.07967,1,0,0,0,1,0
Guigal Hermitage Rouge,1998,Syrah/Shiraz,Hermitage, Rhone, France,62.99,90,92.96892,-2.96892,0,1,0,0,1,0
Chateau Pitray Cotes de Castillon,1998,Bordeaux Red Blends,Cotes de Castillon, Bordeaux, France,10.99,86,91.76388,-5.76388,1,0,0,0,1,0
Clos du Marquis,1998,Bordeaux Red Blends,St. Julien, Bordeaux, France,29.99,90,91.92626,-1.92626,1,0,0,0,1,0
Terrabianca Campaccio,1997,Tuscan Blends,Tuscany, Italy,29.49,91,91.55247,-0.55247,1,0,0,1,0,0
d'Arenberg The Dead Arm Shiraz,1999,Syrah/Shiraz,McLaren Vale, Australia,79.00,96,92.89549,3.10451,0,1,0,0,0,1
Chateau Greysac,1999,Bordeaux Red Blends,Medoc, Bordeaux, France,19.99,85,91.84080,-6.84080,1,0,0,0,1,0
Chateau Marbuzet Saint-Estephe,1998,Bordeaux Red Blends,St. Estephe, Bordeaux, France,54.49,85,92.13565,-7.13565,1,0,0,0,1,0
Ornellaia,1998,Bordeaux Red Blends,Bolgheri, Tuscany, Italy,279.97,93,93.69324,-0.69324,1,0,0,1,0,0
Chateau Cheval Blanc,1998,Bordeaux Red Blends,St. Emilion, Bordeaux, France,789.00,96,98.41325,-2.41325,1,0,0,0,1,0
Chateau Margaux,1985,Bordeaux Red Blends,Margaux, Bordeaux, France,699.97,95,97.65234,-2.65234,1,0,0,0,1,0
Chateau La Mission Haut-Brion,1996,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,249.00,90,93.79807,-3.79807,1,0,0,0,1,0
Mazzei Fonterutoli Siepi,1999,Tuscan Blends,Tuscany, Italy,94.99,90,92.11227,-2.11227,1,0,0,1,0,0
Jacob's Creek Shiraz,2000,Syrah/Shiraz,Australia,11.99,85,92.32278,-7.32278,0,1,0,0,0,1
Henry's Drive Shiraz,2000,Syrah/Shiraz,Australia,36.99,92,92.53645,-0.53645,0,1,0,0,0,1
Chateau Talbot,1998,Bordeaux Red Blends,St. Julien, Bordeaux, France,48.99,88,92.08865,-4.08865,1,0,0,0,1,0
Balgownie Shiraz,1999,Syrah/Shiraz,Australia,23.99,90,92.42534,-2.42534,0,1,0,0,0,1
Chateau Monbousquet,1998,Bordeaux Red Blends,St. Emilion, Bordeaux, France,109.97,94,92.60982,1.39018,1,0,0,0,1,0
Chateau Clerc Milon,1999,Bordeaux Red Blends,Pauillac, Bordeaux, France,39.99,90,92.01173,-2.01173,1,0,0,0,1,0
Chateau Mouton Rothschild,1999,Bordeaux Red Blends,Pauillac, Bordeaux, France,589.97,93,96.71221,-3.71221,1,0,0,0,1,0
Meerea Park Cabernet Merlot,1999,Bordeaux Red Blends,Hunter Valley, Australia,23.59,88,91.66132,-3.66132,1,0,0,0,0,1
Meerea Park The Aunt's Shriaz,2000,Syrah/Shiraz,Australia,26.59,87,92.44756,-5.44756,0,1,0,0,0,1
Delas Hermitage Marquis de la Tourette,1998,Syrah/Shiraz,Hermitage, Rhone, France,59.99,90,92.94327,-2.94327,0,1,0,0,1,0
Domaine de la Romanee Conti La Tache Grand Cru,1995,Pinot Noir,Burgundy, France,579.99,95,95.65480,-0.65480,0,0,1,0,1,0
Domaine de la Romanee Conti La Tache Grand Cru,1997,Pinot Noir,Burgundy, France,549.99,93,95.39840,-2.39840,0,0,1,0,1,0
Fox Creek Reserve Shiraz,1998,Syrah/Shiraz,Australia,109.97,96,93.16019,2.83981,0,1,0,0,0,1
Domaine de la Romanee Conti La Tache Grand Cru,1996,Pinot Noir,Burgundy, France,699.99,96,96.68040,-0.68040,0,0,1,0,1,0
Guigal Chateau D'Ampuis Cote Rotie,1998,Syrah/Shiraz,Cote Rotie, Rhone, France,249.97,95,94.56696,0.43304,0,1,0,0,1,0
Guigal Saint-Joseph Rouge,1999,Syrah/Shiraz,Rhone, France,21.99,88,92.61850,-4.61850,0,1,0,0,1,0
Henry's Drive Reserve Shiraz,2000,Syrah/Shiraz,Australia,75.00,95,92.86131,2.13869,0,1,0,0,0,1
Majella Shiraz,1999,Syrah/Shiraz,Australia,27.99,90,92.45953,-2.45953,0,1,0,0,0,1
Torbreck The Factor Shiraz,1999,Syrah/Shiraz,Barossa Valley, Barossa, Australia,91.99,97,93.00652,3.99348,0,1,0,0,0,1
Chateau Grand Mayne,1998,Bordeaux Red Blends,St. Emilion, Bordeaux, France,69.99,93,92.26813,0.73187,1,0,0,0,1,0
Chateau Angelus,1998,Bordeaux Red Blends,St. Emilion, Bordeaux, France,449.97,96,95.51569,0.48431,1,0,0,0,1,0
Chateau Leoville Barton,1998,Bordeaux Red Blends,St. Julien, Bordeaux, France,109.00,91,92.60153,-1.60153,1,0,0,0,1,0
Chateau Montrose,1998,Bordeaux Red Blends,St. Estephe, Bordeaux, France,149.99,90,92.95186,-2.95186,1,0,0,0,1,0
d'Arenberg The Footbolt Shiraz,2000,Syrah/Shiraz,McLaren Vale, Australia,19.99,89,92.39116,-3.39116,0,1,0,0,0,1
Greg Norman Estates McLaren Vale Reserve Shiraz,1998,Syrah/Shiraz,McLaren Vale, Australia,44.49,91,92.60055,-1.60055,0,1,0,0,0,1
Yalumba The Octavius Old Vine Shiraz,1997,Syrah/Shiraz,Barossa Valley, Barossa, Australia,76.99,91,92.87831,-1.87831,0,1,0,0,0,1
Antonin Rodet Richebourg,1996,Pinot Noir,Burgundy, France,175.99,94,92.20196,1.79804,0,0,1,0,1,0
Antonin Rodet Chambolle Musigny,1996,Pinot Noir,Burgundy, France,24.99,89,90.91142,-1.91142,0,0,1,0,1,0
Antonin Rodet Gevrey Chambertin,1996,Pinot Noir,Burgundy, France,29.99,87,90.95415,-3.95415,0,0,1,0,1,0
Penfolds Grange,1997,Syrah/Shiraz,Australia,299.00,94,94.77576,-0.77576,0,1,0,0,0,1
Domaine de la Romanee Conti La Tache Grand Cru,1999,Pinot Noir,Burgundy, France,549.99,95,95.39840,-0.39840,0,0,1,0,1,0
Guigal Hermitage Rouge,1999,Syrah/Shiraz,Hermitage, Rhone, France,49.99,92,92.85780,-0.85780,0,1,0,0,1,0
Chateau Lynch-Bages,1999,Bordeaux Red Blends,Pauillac, Bordeaux, France,159.97,90,93.03716,-3.03716,1,0,0,0,1,0
Guigal Cote Rotie Brune et Blonde,1999,Syrah/Shiraz,Cote Rotie, Rhone, France,109.97,90,93.37044,-3.37044,0,1,0,0,1,0
d'Arenberg The Laughing Magpie Shiraz Viognier,1999,Syrah/Shiraz,McLaren Vale, Australia,34.49,94,92.51508,1.48492,0,1,0,0,0,1
Il Borro Il Borro,1999,Bordeaux Red Blends,Tuscany, Italy,79.99,92,91.98409,0.01591,1,0,0,1,0,0
La Palazzola Rubino,1998,Bordeaux Red Blends,Italy,37.99,90,91.62512,-1.62512,1,0,0,1,0,0
Chateau Ducru-Beaucaillou,1999,Bordeaux Red Blends,St. Julien, Bordeaux, France,154.97,91,92.99442,-1.99442,1,0,0,0,1,0
Domaine de la Romanee Conti Echezeaux Grand Cru,1999,Pinot Noir,Burgundy, France,128.99,91,91.80026,-0.80026,0,0,1,0,1,0
Robert Arnoux Romanee St. Vivant,1998,Pinot Noir,Burgundy, France,134.99,93,91.85155,1.14845,0,0,1,0,1,0
Chandon de Briailles Corton,1997,Bordeaux Red Blends,Burgundy, France,48.99,91,92.08865,-1.08865,1,0,0,0,1,0
Domaine Anne Gros Clos Vougeot Le Grand Maupertuis,1998,Pinot Noir,Burgundy, France,73.99,91,91.33020,-0.33020,0,0,1,0,1,0
Antinori Solaia,1999,Tuscan Blends,Tuscany, Italy,219.00,94,93.17215,0.82785,1,0,0,1,0,0
Tenuta Guado al Tasso,1999,Bordeaux Red Blends,Bolgheri, Tuscany, Italy,99.97,94,92.15485,1.84515,1,0,0,1,0,0
Antinori Tignanello,1999,Tuscan Blends,Tuscany, Italy,129.99,94,92.41141,1.58859,1,0,0,1,0,0
d'Arenberg The Laughing Magpie Shiraz Viognier,2001,Syrah/Shiraz,McLaren Vale, Australia,35.49,93,92.52363,0.47637,0,1,0,0,0,1
Jim Barry The Armagh Shiraz,1999,Syrah/Shiraz,Clare Valley, Australia,105.00,92,93.11771,-1.11771,0,1,0,0,0,1
Chateau Pichon-Longueville Baron,1999,Bordeaux Red Blends,Pauillac, Bordeaux, France,129.97,89,92.78075,-3.78075,1,0,0,0,1,0
Chateau Lafite Rothschild,1999,Bordeaux Red Blends,Pauillac, Bordeaux, France,799.97,95,98.50700,-3.50700,1,0,0,0,1,0
Monte Antico Rosso,2000,Tuscan Blends,Tuscany, Italy,13.99,88,91.42000,-3.42000,1,0,0,1,0,0
Chateau Monbousquet,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,85.00,94,92.39641,1.60359,1,0,0,0,1,0
Chateau Palmer,1999,Bordeaux Red Blends,Margaux, Bordeaux, France,399.97,95,95.08835,-0.08835,1,0,0,0,1,0
Chateau Trotanoy,1998,Bordeaux Red Blends,Pomerol, Bordeaux, France,317.99,95,94.38770,0.61230,1,0,0,0,1,0
Penfolds Magill Estates Shiraz,1999,Syrah/Shiraz,Australia,49.99,90,92.64755,-2.64755,0,1,0,0,0,1
Yalumba Barossa Shiraz,2000,Syrah/Shiraz,Barossa Valley, Barossa, Australia,14.99,88,92.34842,-4.34842,0,1,0,0,0,1
Gaja Ca' Marcanda Promis,2000,Tuscan Blends,Tuscany, Italy,40.99,90,91.65076,-1.65076,1,0,0,1,0,0
Terrabianca Campaccio,1999,Tuscan Blends,Tuscany, Italy,35.99,92,91.60803,0.39197,1,0,0,1,0,0
Chateau Haut-Brion,1999,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,479.97,93,95.77208,-2.77208,1,0,0,0,1,0
Dom. de Vallouit Crozes Hermitage,1999,Syrah/Shiraz,Rhone, France,22.99,89,92.62704,-3.62704,0,1,0,0,1,0
d'Arenberg The Dead Arm Shiraz,2000,Syrah/Shiraz,McLaren Vale, Australia,64.99,94,92.77576,1.22424,0,1,0,0,0,1
Jean-Luc Colombo Hermitage Le Rouet Rouge,1999,Syrah/Shiraz,Hermitage, Rhone, France,59.99,90,92.94327,-2.94327,0,1,0,0,1,0
Jean-Luc Colombo Cornas Les Ruchets,1999,Syrah/Shiraz,Cornas, Rhone, France,53.99,91,92.89200,-1.89200,0,1,0,0,1,0
Jean-Luc Colombo Cornas La Louvee,2000,Syrah/Shiraz,Cornas, Rhone, France,76.99,92,93.08856,-1.08856,0,1,0,0,1,0
Yalumba The Octavius Old Vine Shiraz,1998,Syrah/Shiraz,Barossa Valley, Barossa, Australia,78.99,97,92.89540,4.10460,0,1,0,0,0,1
Chateau Rauzan-Segla,1999,Bordeaux Red Blends,Margaux, Bordeaux, France,64.99,88,92.22540,-4.22540,1,0,0,0,1,0
RockBare Shiraz,2001,Syrah/Shiraz,McLaren Vale, Australia,18.79,88,92.38091,-4.38091,0,1,0,0,0,1
Chateau de Sales,1999,Bordeaux Red Blends,Pomerol, Bordeaux, France,30.99,88,91.93481,-3.93481,1,0,0,0,1,0
Chateau Gloria,1999,Bordeaux Red Blends,St. Julien, Bordeaux, France,34.99,86,91.96899,-5.96899,1,0,0,0,1,0
Chateau Trotanoy,1999,Bordeaux Red Blends,Pomerol, Bordeaux, France,113.99,89,92.64418,-3.64418,1,0,0,0,1,0
Carruades de Lafite,2000,Bordeaux Red Blends,Pauillac, Bordeaux, France,299.97,93,94.23369,-1.23369,1,0,0,0,1,0
Chateau Ausone,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,579.99,95,96.62691,-1.62691,1,0,0,0,1,0
Chateau Le Bon Pasteur Pomerol,1998,Bordeaux Red Blends,Pomerol, Bordeaux, France,84.99,91,92.39633,-1.39633,1,0,0,0,1,0
Chateau Cheval Blanc (scuffed labels),1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,499.00,93,95.93472,-2.93472,1,0,0,0,1,0
Chateau Figeac,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,49.99,90,92.09720,-2.09720,1,0,0,0,1,0
Chateau La Mission Haut-Brion,1999,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,89.99,91,92.43906,-1.43906,1,0,0,0,1,0
Chateau Latour,1999,Bordeaux Red Blends,Pauillac, Bordeaux, France,589.97,94,96.71221,-2.71221,1,0,0,0,1,0
Chateau Leoville Las Cases,1999,Bordeaux Red Blends,St. Julien, Bordeaux, France,174.99,91,93.16553,-2.16553,1,0,0,0,1,0
Chateau Margaux,1999,Bordeaux Red Blends,Margaux, Bordeaux, France,589.97,95,96.71221,-1.71221,1,0,0,0,1,0
Chateau Pavie,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,299.97,92,94.23369,-2.23369,1,0,0,0,1,0
Les Forts de Latour,1999,Bordeaux Red Blends,Pauillac, Bordeaux, France,50.99,90,92.10574,-2.10574,1,0,0,0,1,0
Louis Jadot Beaune Clos des Ursules Premier Cru,2000,Pinot Noir,Burgundy, France,40.99,89,91.04816,-2.04816,0,0,1,0,1,0
Louis Jadot Clos de la Roche Grand Cru,1999,Pinot Noir,Burgundy, France,87.99,90,91.44985,-1.44985,0,0,1,0,1,0
Chateau Beaulieu Bordeaux Superior,2000,Bordeaux Red Blends,Bordeaux, France,13.99,88,91.78952,-3.78952,1,0,0,0,1,0
Chateau Mille Roses Haut Medoc,2000,Bordeaux Red Blends,Medoc, Bordeaux, France,19.99,88,91.84080,-3.84080,1,0,0,0,1,0
Chateau Petit Bocq Saint-Estephe,2000,Bordeaux Red Blends,St. Estephe, Bordeaux, France,24.99,90,91.88353,-1.88353,1,0,0,0,1,0
Sportoletti Assisi Rosso,2001,Tuscan Blends,Italy,16.99,90,91.44564,-1.44564,1,0,0,1,0,0
Falesco Marciliano,1999,Bordeaux Red Blends,Italy,53.99,94,91.76187,2.23813,1,0,0,1,0,0
Chateau Faugeres,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,36.99,91,91.98608,-0.98608,1,0,0,0,1,0
Chateau de Fieuzal,1995,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,23.99,90,91.87498,-1.87498,1,0,0,0,1,0
Chateau Giscours,1999,Bordeaux Red Blends,Margaux, Bordeaux, France,49.99,89,92.09720,-3.09720,1,0,0,0,1,0
Chateau Trotte Vieille,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,57.99,88,92.16557,-4.16557,1,0,0,0,1,0
Frescobaldi Castiglioni,2001,Tuscan Blends,Italy,17.99,87,91.45419,-4.45419,1,0,0,1,0,0
Chateau Les Carmes Haut Brion Pessac Leognan,2000,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,99.97,94,92.52435,1.47565,1,0,0,0,1,0
Longwood Shiraz,2002,Syrah/Shiraz,Australia,19.99,91,92.39116,-1.39116,0,1,0,0,0,1
Longwood Shiraz,2000,Syrah/Shiraz,Australia,29.99,90,92.47662,-2.47662,0,1,0,0,0,1
Chateau La Couspaude,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,63.99,93,92.21684,0.78316,1,0,0,0,1,0
Clos du Clocher Pomerol,2000,Bordeaux Red Blends,Pomerol, Bordeaux, France,43.99,90,92.04591,-2.04591,1,0,0,0,1,0
Chateau Leoville Las Cases,1998,Bordeaux Red Blends,St. Julien, Bordeaux, France,209.97,93,93.46449,-0.46449,1,0,0,0,1,0
Chateau Les Grandes Marechaux Cotes de Blaye,2000,Bordeaux Red Blends,Bordeaux, France,16.99,88,91.81516,-3.81516,1,0,0,0,1,0
Greenock Creek Roennfeldt Road Shiraz,1996,Syrah/Shiraz,Barossa Valley, Barossa, Australia,249.99,100,94.35689,5.64311,0,1,0,0,0,1
Greenock Creek Alices Shiraz,2000,Syrah/Shiraz,Barossa Valley, Barossa, Australia,29.99,90,92.47662,-2.47662,0,1,0,0,0,1
Francois Villard Saint-Joseph Reflet,1999,Syrah/Shiraz,Rhone, France,36.99,88,92.74670,-4.74670,0,1,0,0,1,0
Greenock Creek Roennfeldt Road Shiraz,1997,Syrah/Shiraz,Barossa Valley, Barossa, Australia,339.00,98,95.11761,2.88239,0,1,0,0,0,1
Elysian Fields Barossa Shiraz,2001,Syrah/Shiraz,Australia,34.99,89,92.51936,-3.51936,0,1,0,0,0,1
Argiano Solengo,2000,Tuscan Blends,Tuscany, Italy,72.99,95,91.92426,3.07574,1,0,0,1,0,0
Leeuwin Estate Art Series Shiraz,1999,Syrah/Shiraz,Margaret River, Australia,34.99,88,92.51936,-4.51936,0,1,0,0,0,1
Chateau Brown Lamartine,2000,Bordeaux Red Blends,Bordeaux, France,14.99,89,91.79807,-2.79807,1,0,0,0,1,0
Clos de Latour Reserve Bordeaux,2000,Bordeaux Red Blends,Bordeaux, France,14.99,87,91.79807,-4.79807,1,0,0,0,1,0
Henry's Drive Reserve Shiraz,2001,Syrah/Shiraz,Australia,85.00,96,92.94678,3.05322,0,1,0,0,0,1
Chateau Margaux (half-bottle),1996,Bordeaux Red Blends,Margaux, Bordeaux, France,204.99,99,93.42192,5.57808,1,0,0,0,1,0
Clarendon Hills Moritz Syrah,2001,Syrah/Shiraz,McLaren Vale, Australia,39.99,93,92.56209,0.43791,0,1,0,0,0,1
Chateau Magdelaine,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,69.99,88,92.26813,-4.26813,1,0,0,0,1,0
Chateau Magdelaine,1990,Bordeaux Red Blends,St. Emilion, Bordeaux, France,145.99,92,92.91767,-0.91767,1,0,0,0,1,0
Kangarilla Road Shiraz,2001,Syrah/Shiraz,McLaren Vale, Australia,24.99,90,92.43388,-2.43388,0,1,0,0,0,1
Chateau Beau-Sejour Becot,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,112.99,94,92.63564,1.36436,1,0,0,0,1,0
Chateau Riou de Thaillas,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,48.99,90,92.08865,-2.08865,1,0,0,0,1,0
Chateau Rauzan Despagne Bordeaux Superior Grand Reserve,2000,Bordeaux Red Blends,Bordeaux, France,15.99,90,91.80661,-1.80661,1,0,0,0,1,0
Chateau Le Bon Pasteur Pomerol,1997,Bordeaux Red Blends,Pomerol, Bordeaux, France,36.99,88,91.98608,-3.98608,1,0,0,0,1,0
Chateau Le Bon Pasteur Pomerol,1999,Bordeaux Red Blends,Pomerol, Bordeaux, France,99.00,90,92.51607,-2.51607,1,0,0,0,1,0
Chateau Charmail,1999,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,17.99,89,91.82370,-2.82370,1,0,0,0,1,0
Chateau Clinet,1998,Bordeaux Red Blends,Pomerol, Bordeaux, France,159.97,90,93.03716,-3.03716,1,0,0,0,1,0
Chateau Figeac,1998,Bordeaux Red Blends,St. Emilion, Bordeaux, France,199.00,90,93.37073,-3.37073,1,0,0,0,1,0
Chateau Grand-Puy-Lacoste,1999,Bordeaux Red Blends,Pauillac, Bordeaux, France,109.97,90,92.60982,-2.60982,1,0,0,0,1,0
Chateau Haut-Batailley,1999,Bordeaux Red Blends,Pauillac, Bordeaux, France,29.99,87,91.92626,-4.92626,1,0,0,0,1,0
Chateau La Conseillante Pomerol,1999,Bordeaux Red Blends,Pomerol, Bordeaux, France,129.99,89,92.78093,-3.78093,1,0,0,0,1,0
Chateau L'Arrosee,1998,Bordeaux Red Blends,St. Emilion, Bordeaux, France,61.99,88,92.19975,-4.19975,1,0,0,0,1,0
Chateau Beauregard Pomerol,1998,Bordeaux Red Blends,Pomerol, Bordeaux, France,57.99,88,92.16557,-4.16557,1,0,0,0,1,0
Chateau Canon La Gaffeliere,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,79.99,92,92.35359,-0.35359,1,0,0,0,1,0
Clos de Sarpe,1998,Bordeaux Red Blends,St. Emilion, Bordeaux, France,49.99,90,92.09720,-2.09720,1,0,0,0,1,0
Chateau Gracia,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,90.99,91,92.44761,-1.44761,1,0,0,0,1,0
Sticks Pinot Noir,2002,Pinot Noir,Yarra Valley, Australia,18.99,86,90.64989,-4.64989,0,0,1,0,0,1
Bleasdale Langhorne Creek Shiraz,2000,Syrah/Shiraz,Australia,17.99,87,92.37406,-5.37406,0,1,0,0,0,1
Chateau Tertre Daugay,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,25.99,88,91.89207,-3.89207,1,0,0,0,1,0
Chateau d'Armailhac,2000,Bordeaux Red Blends,Pauillac, Bordeaux, France,119.97,91,92.69529,-1.69529,1,0,0,0,1,0
Chateau Clerc Milon,2000,Bordeaux Red Blends,Pauillac, Bordeaux, France,129.97,92,92.78075,-0.78075,1,0,0,0,1,0
Chateau Larrivet Haut-Brion,2000,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,79.97,90,92.35342,-2.35342,1,0,0,0,1,0
Clos Fourtet,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,68.49,91,92.25531,-1.25531,1,0,0,0,1,0
Chateau La Fleur de Plince Pomerol,2000,Bordeaux Red Blends,Pomerol, Bordeaux, France,47.99,89,92.08010,-3.08010,1,0,0,0,1,0
Epicurea de Chateau Martinat Cotes de Bourg,2000,Bordeaux Red Blends,Bordeaux, France,20.99,89,91.84934,-2.84934,1,0,0,0,1,0
Chateau Prieure-Lichine,2000,Bordeaux Red Blends,Margaux, Bordeaux, France,109.97,90,92.60982,-2.60982,1,0,0,0,1,0
Chateau Cantenac Brown,1998,Bordeaux Red Blends,Margaux, Bordeaux, France,39.99,88,92.01173,-4.01173,1,0,0,0,1,0
Clos Fourtet,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,129.97,91,92.78075,-1.78075,1,0,0,0,1,0
Chateau Garreau Cuvee Armande,2000,Bordeaux Red Blends,Bordeaux, France,29.99,87,91.92626,-4.92626,1,0,0,0,1,0
Chateau Sainte Colombe Cotes de Castillon,2000,Bordeaux Red Blends,Cotes de Castillon, Bordeaux, France,16.99,88,91.81516,-3.81516,1,0,0,0,1,0
Chateau Margaux Pavillon Rouge,1999,Bordeaux Red Blends,Margaux, Bordeaux, France,63.99,87,92.21684,-5.21684,1,0,0,0,1,0
Chateau L'Evangile,2000,Bordeaux Red Blends,Pomerol, Bordeaux, France,66.99,98,92.24249,5.75751,1,0,0,0,1,0
Mad Fish Western Australia Shiraz,2001,Syrah/Shiraz,Australia,16.99,90,92.36552,-2.36552,0,1,0,0,0,1
Shirvington Shiraz,2001,Syrah/Shiraz,Australia,109.00,98,93.15189,4.84811,0,1,0,0,0,1
Chateau Larmande,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,48.99,88,92.08865,-4.08865,1,0,0,0,1,0
Chateau La Louviere,2000,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,89.00,90,92.43060,-2.43060,1,0,0,0,1,0
Chateau Sergant Lalande de Pomerol,2000,Bordeaux Red Blends,Pomerol, Bordeaux, France,18.99,88,91.83224,-3.83224,1,0,0,0,1,0
Chateau des Annereaux,2000,Bordeaux Red Blends,Lalande de Pomerol, Bordeaux, France,26.99,87,91.90062,-4.90062,1,0,0,0,1,0
Penfolds Grange,1998,Syrah/Shiraz,Australia,469.00,96,96.22868,-0.22868,0,1,0,0,0,1
Chateau Batailley Pauillac,2000,Bordeaux Red Blends,Pauillac, Bordeaux, France,31.99,91,91.94336,-0.94336,1,0,0,0,1,0
Guigal Hermitage Rouge,2000,Syrah/Shiraz,Hermitage, Rhone, France,109.00,93,93.36214,-0.36214,0,1,0,0,1,0
Chateau Potensac,1999,Bordeaux Red Blends,Medoc, Bordeaux, France,21.99,87,91.85789,-4.85789,1,0,0,0,1,0
Chateau Lagrange,1999,Bordeaux Red Blends,St. Julien, Bordeaux, France,34.99,86,91.96899,-5.96899,1,0,0,0,1,0
Chateau Larmande St. Emillion,1998,Bordeaux Red Blends,Bordeaux, France,27.99,89,91.90916,-2.90916,1,0,0,0,1,0
Chateau Larrivet Haut-Brion,1998,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,36.99,90,91.98608,-1.98608,1,0,0,0,1,0
Chateau Citran Haut Medoc,1999,Bordeaux Red Blends,Medoc, Bordeaux, France,19.99,86,91.84080,-5.84080,1,0,0,0,1,0
Chateau Gazin,1998,Bordeaux Red Blends,Pomerol, Bordeaux, France,149.97,90,92.95169,-2.95169,1,0,0,0,1,0
Chateau Saint-Pierre,2000,Bordeaux Red Blends,St. Julien, Bordeaux, France,43.99,92,92.04591,-0.04591,1,0,0,0,1,0
Chateau Grand Mayne,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,79.97,93,92.35342,0.64658,1,0,0,0,1,0
Chateau Poujeaux,2000,Bordeaux Red Blends,Moulis, Bordeaux, France,31.99,88,91.94336,-3.94336,1,0,0,0,1,0
Chateau La Croix St. Georges,1999,Bordeaux Red Blends,Pomerol, Bordeaux, France,63.99,93,92.21684,0.78316,1,0,0,0,1,0
Chateau Malescot Margaux,1998,Bordeaux Red Blends,Margaux, Bordeaux, France,50.99,90,92.10574,-2.10574,1,0,0,0,1,0
