name,vintage,varietal,location,price,score,prediction,difference,bordeauxBlends,syrah,pinot,italy,france,australia
Chateau Leoville Barton,2005,Bordeaux Red Blends,St. Julien, Bordeaux, France,176.99,92,93.33067,-1.33067,1,0,0,0,1,0
Chateau Leoville Barton,2008,Bordeaux Red Blends,St. Julien, Bordeaux, France,104.97,92,92.93661,-0.93661,1,0,0,0,1,0
Chateau Leoville Barton (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,99.99,93,92.92278,0.07722,1,0,0,0,1,0
Les Forts de Latour,2005,Bordeaux Red Blends,Pauillac, Bordeaux, France,239.99,93,93.71976,-0.71976,1,0,0,0,1,0
Les Forts de Latour,2006,Bordeaux Red Blends,Pauillac, Bordeaux, France,228.99,92,93.66873,-1.66873,1,0,0,0,1,0
Les Forts de Latour,2008,Bordeaux Red Blends,Pauillac, Bordeaux, France,189.99,91,93.46170,-2.46170,1,0,0,0,1,0
Chateau Latour,2007,Bordeaux Red Blends,Pauillac, Bordeaux, France,669.00,92,96.40312,-4.40312,1,0,0,0,1,0
Chateau Latour,2008,Bordeaux Red Blends,Pauillac, Bordeaux, France,629.99,95,96.17911,-1.17911,1,0,0,0,1,0
Carruades de Lafite,2008,Bordeaux Red Blends,Pauillac, Bordeaux, France,155.00,91,93.24561,-2.24561,1,0,0,0,1,0
Carruades de Lafite (Futures Pre-Sale),2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,259.00,93,93.90482,-0.90482,1,0,0,0,1,0
Chateau Lafleur,2008,Bordeaux Red Blends,Pomerol, Bordeaux, France,499.00,96,95.37012,0.62988,1,0,0,0,1,0
Chateau Lafite Rothschild,2008,Bordeaux Red Blends,Pauillac, Bordeaux, France,989.97,98,98.40231,-0.40231,1,0,0,0,1,0
Chateau Hosanna (Futures Pre-sale),2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,229.00,99,93.71953,5.28047,1,0,0,0,1,0
Chateau Hosanna,2007,Bordeaux Red Blends,Pomerol, Bordeaux, France,99.99,91,92.88895,-1.88895,1,0,0,0,1,0
Chateau Hosanna,2008,Bordeaux Red Blends,Pomerol, Bordeaux, France,149.00,95,93.20854,1.79146,1,0,0,0,1,0
Chateau Haut-Bailly,2005,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,139.99,95,93.10217,1.89783,1,0,0,0,1,0
Chateau Haut-Bailly,2008,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,159.97,96,93.27629,2.72371,1,0,0,0,1,0
Chateau Haut-Bailly (Futures Pre-Sale),2009,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,129.99,98,93.10806,4.89194,1,0,0,0,1,0
Chateau Haut-Bergey,2007,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,27.99,89,92.44429,-3.44429,1,0,0,0,1,0
Chateau Haut-Bergey,2008,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,41.99,94,92.54765,1.45235,1,0,0,0,1,0
Chateau Haut-Bergey (Futures Pre-Sale),2009,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,42.99,94,92.57076,1.42924,1,0,0,0,1,0
Chateau Haut-Bergey,2006,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,28.89,91,92.43293,-1.43293,1,0,0,0,1,0
Chateau Gazin,2006,Bordeaux Red Blends,Pomerol, Bordeaux, France,79.99,92,92.74852,-0.74852,1,0,0,0,1,0
Chateau Gazin,2008,Bordeaux Red Blends,Pomerol, Bordeaux, France,89.99,96,92.84410,3.15590,1,0,0,0,1,0
Chateau Duhart-Milon,2008,Bordeaux Red Blends,Pauillac, Bordeaux, France,89.97,94,92.84398,1.15602,1,0,0,0,1,0
Chateau Duhart-Milon (Futures Pre-sale),2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,79.99,97,92.79926,4.20074,1,0,0,0,1,0
Chateau d'Issan,2006,Bordeaux Red Blends,Margaux, Bordeaux, France,85.00,94,92.77946,1.22054,1,0,0,0,1,0
Chateau d'Issan (Futures Pre-Sale),2009,Bordeaux Red Blends,Margaux, Bordeaux, France,64.99,95,92.70662,2.29338,1,0,0,0,1,0
Chateau Cos d'Estournel,2007,Bordeaux Red Blends,St. Estephe, Bordeaux, France,125.00,90,93.04341,-3.04341,1,0,0,0,1,0
Chateau Cos d'Estournel,2008,Bordeaux Red Blends,St. Estephe, Bordeaux, France,167.99,95,93.32582,1.67418,1,0,0,0,1,0
Chateau Cos d'Estournel (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Estephe, Bordeaux, France,429.00,100,94.95472,5.04528,1,0,0,0,1,0
Chateau Clinet (Futures Pre-Sale),2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,149.99,100,93.23158,6.76842,1,0,0,0,1,0
Chateau Clerc Milon,2008,Bordeaux Red Blends,Pauillac, Bordeaux, France,79.00,90,92.77623,-2.77623,1,0,0,0,1,0
Chateau Calon-Segur,2006,Bordeaux Red Blends,St. Estephe, Bordeaux, France,139.99,91,93.11908,-2.11908,1,0,0,0,1,0
Chateau Calon-Segur,2008,Bordeaux Red Blends,St. Estephe, Bordeaux, France,129.99,93,93.09114,-0.09114,1,0,0,0,1,0
Chateau Beau-Sejour Becot (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,89.00,95,92.85490,2.14510,1,0,0,0,1,0
Chateau Lascombes (Futures Pre-Sale),2009,Bordeaux Red Blends,Margaux, Bordeaux, France,84.99,94,92.83014,1.16986,1,0,0,0,1,0
Chateau Kirwan,2008,Bordeaux Red Blends,Margaux, Bordeaux, France,56.99,90,92.64030,-2.64030,1,0,0,0,1,0
Chateau Marojallia,2005,Bordeaux Red Blends,Margaux, Bordeaux, France,129.00,95,93.03429,1.96571,1,0,0,0,1,0
Chateau Marojallia,2006,Bordeaux Red Blends,Margaux, Bordeaux, France,99.99,91,92.87204,-1.87204,1,0,0,0,1,0
Chateau Marojallia,2007,Bordeaux Red Blends,Margaux, Bordeaux, France,106.00,91,92.92607,-1.92607,1,0,0,0,1,0
Chateau Marojallia (Futures Pre-sale),2009,Bordeaux Red Blends,Margaux, Bordeaux, France,74.99,95,92.76838,2.23162,1,0,0,0,1,0
Chateau Gloria,2006,Bordeaux Red Blends,St. Julien, Bordeaux, France,65.99,90,92.66206,-2.66206,1,0,0,0,1,0
Chateau Gloria,2008,Bordeaux Red Blends,St. Julien, Bordeaux, France,49.97,90,92.59694,-2.59694,1,0,0,0,1,0
Chateau Gloria (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,39.99,93,92.55222,0.44778,1,0,0,0,1,0
Chateau Giscours,2008,Bordeaux Red Blends,Margaux, Bordeaux, France,74.99,91,92.75146,-1.75146,1,0,0,0,1,0
Chateau Dassault,2007,Bordeaux Red Blends,St. Emilion, Bordeaux, France,43.99,89,92.54311,-3.54311,1,0,0,0,1,0
Chateau Dassault,2008,Bordeaux Red Blends,St. Emilion, Bordeaux, France,39.99,90,92.53531,-2.53531,1,0,0,0,1,0
Chateau d'Armailhac,2008,Bordeaux Red Blends,Pauillac, Bordeaux, France,64.99,90,92.68970,-2.68970,1,0,0,0,1,0
Clos Fourtet,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,249.99,98,93.78152,4.21848,1,0,0,0,1,0
Clos Fourtet,2008,Bordeaux Red Blends,St. Emilion, Bordeaux, France,59.99,94,92.65883,1.34117,1,0,0,0,1,0
Chateau Carbonnieux,2008,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,54.99,92,92.62794,-0.62794,1,0,0,0,1,0
Chateau Cantenac Brown,2008,Bordeaux Red Blends,Margaux, Bordeaux, France,49.99,90,92.59706,-2.59706,1,0,0,0,1,0
Chateau Cantenac Brown,2009,Bordeaux Red Blends,Margaux, Bordeaux, France,99.00,90,92.91666,-2.91666,1,0,0,0,1,0
Chateau Canon,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,139.00,95,93.09605,1.90395,1,0,0,0,1,0
Chateau Canon (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,144.99,94,93.20070,0.79930,1,0,0,0,1,0
Chateau Sociando-Mallet,2005,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,64.97,91,92.63885,-1.63885,1,0,0,0,1,0
Chateau Sociando-Mallet,2006,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,49.99,90,92.56325,-2.56325,1,0,0,0,1,0
Chateau Sociando-Mallet  (Futures Pre-Sale),2009,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,54.99,90,92.64487,-2.64487,1,0,0,0,1,0
Chateau Smith Haut Lafitte,2006,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,99.97,93,92.87192,0.12808,1,0,0,0,1,0
Chateau Smith Haut Lafitte,2007,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,57.99,91,92.62956,-1.62956,1,0,0,0,1,0
Chateau Smith Haut Lafitte (Futures Pre-Sale),2009,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,124.99,100,93.07718,6.92282,1,0,0,0,1,0
Chateau Saint-Pierre,2006,Bordeaux Red Blends,St. Julien, Bordeaux, France,69.99,93,92.68676,0.31324,1,0,0,0,1,0
Chateau Saint-Pierre (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,74.99,98,92.76838,5.23162,1,0,0,0,1,0
Chateau Quinault l'Enclos,2007,Bordeaux Red Blends,St. Emilion, Bordeaux, France,42.99,93,92.53693,0.46307,1,0,0,0,1,0
Chateau Quinault l'Enclos,2008,Bordeaux Red Blends,St. Emilion, Bordeaux, France,74.97,92,92.75134,-0.75134,1,0,0,0,1,0
Chateau Quinault l'Enclos (Futures Pre-sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,34.99,90,92.52135,-2.52135,1,0,0,0,1,0
Chateau Pontet-Canet,2007,Bordeaux Red Blends,Pauillac, Bordeaux, France,99.00,91,92.88284,-1.88284,1,0,0,0,1,0
Chateau Pontet-Canet,2008,Bordeaux Red Blends,Pauillac, Bordeaux, France,139.99,96,93.15290,2.84710,1,0,0,0,1,0
Chateau Pontet-Canet (Futures Pre-Sale),2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,149.79,100,93.23034,6.76966,1,0,0,0,1,0
Chateau Pavie Decesse,2006,Bordeaux Red Blends,St. Emilion, Bordeaux, France,159.99,94,93.24260,0.75740,1,0,0,0,1,0
Chateau Pavie Decesse,2008,Bordeaux Red Blends,St. Emilion, Bordeaux, France,149.00,96,93.20854,2.79146,1,0,0,0,1,0
Chateau Malartic-Lagraviere (Futures Pre-Sale),2009,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,74.99,92,92.76838,-0.76838,1,0,0,0,1,0
Chateau LaTour-Martillac,2005,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,85.00,90,92.76255,-2.76255,1,0,0,0,1,0
Chateau Larrivet Haut-Brion,2007,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,29.99,88,92.45663,-4.45663,1,0,0,0,1,0
Chateau Larrivet Haut-Brion (Futures Pre-Sale),2009,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,39.99,91,92.55222,-1.55222,1,0,0,0,1,0
Chateau Larrivet Haut-Brion,2005,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,43.99,90,92.50928,-2.50928,1,0,0,0,1,0
Chateau La Couspaude,2006,Bordeaux Red Blends,St. Emilion, Bordeaux, France,39.99,90,92.50148,-2.50148,1,0,0,0,1,0
Chateau La Couspaude,2008,Bordeaux Red Blends,St. Emilion, Bordeaux, France,39.97,90,92.53519,-2.53519,1,0,0,0,1,0
Chateau La Couspaude (Futures Pre-sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,59.99,93,92.67574,0.32426,1,0,0,0,1,0
Chateau Chauvin (Futures Pre-sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,42.99,91,92.57076,-1.57076,1,0,0,0,1,0
Ornellaia (slightly scuffed label),2007,Bordeaux Red Blends,Bolgheri, Tuscany, Italy,249.97,93,91.54539,1.45461,1,0,0,1,0,0
Chateau Clinet,2005,Bordeaux Red Blends,Pomerol, Bordeaux, France,129.99,92,93.04041,-1.04041,1,0,0,0,1,0
Chateau Brane-Cantenac,2007,Bordeaux Red Blends,Margaux, Bordeaux, France,59.99,90,92.64192,-2.64192,1,0,0,0,1,0
Chateau Brane-Cantenac (Futures Pre-Sale),2009,Bordeaux Red Blends,Margaux, Bordeaux, France,74.49,95,92.76529,2.23471,1,0,0,0,1,0
Chateau Branaire-Ducru,2006,Bordeaux Red Blends,St. Julien, Bordeaux, France,67.99,90,92.67441,-2.67441,1,0,0,0,1,0
Chateau Branaire-Ducru,2008,Bordeaux Red Blends,St. Julien, Bordeaux, France,99.99,93,92.90587,0.09413,1,0,0,0,1,0
Chateau Olivier (Futures Pre-Sale),2009,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,31.79,90,92.50158,-2.50158,1,0,0,0,1,0
Clos Les Lunelles Cotes de Castillon,2007,Bordeaux Red Blends,Cotes de Castillon, Bordeaux, France,27.98,90,92.44423,-2.44423,1,0,0,0,1,0
Clos de Sarpe,2006,Bordeaux Red Blends,St. Emilion, Bordeaux, France,99.99,94,92.87204,1.12796,1,0,0,0,1,0
Clos de Sarpe,2008,Bordeaux Red Blends,St. Emilion, Bordeaux, France,89.97,96,92.84398,3.15602,1,0,0,0,1,0
Chateau Rauzan-Segla,2006,Bordeaux Red Blends,Margaux, Bordeaux, France,89.99,93,92.81028,0.18972,1,0,0,0,1,0
Chateau Rauzan-Segla (Futures Pre-Sale),2009,Bordeaux Red Blends,Margaux, Bordeaux, France,94.99,93,92.89189,0.10811,1,0,0,0,1,0
Chateau Rauzan-Gassies (Futures Pre-sale),2009,Bordeaux Red Blends,Margaux, Bordeaux, France,41.99,91,92.56458,-1.56458,1,0,0,0,1,0
Chateau Prieure-Lichine (Futures Pre-sale),2009,Bordeaux Red Blends,Margaux, Bordeaux, France,49.99,93,92.61398,0.38602,1,0,0,0,1,0
Chateau Phelan Segur (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Estephe, Bordeaux, France,49.99,90,92.61398,-2.61398,1,0,0,0,1,0
Chateau Nenin,2005,Bordeaux Red Blends,Pomerol, Bordeaux, France,57.99,90,92.59573,-2.59573,1,0,0,0,1,0
Chateau Nenin,2007,Bordeaux Red Blends,Pomerol, Bordeaux, France,49.99,89,92.58015,-3.58015,1,0,0,0,1,0
Chateau Nenin,2008,Bordeaux Red Blends,Pomerol, Bordeaux, France,54.99,93,92.62794,0.37206,1,0,0,0,1,0
Chateau Nenin (Futures Pre-Sale),2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,79.99,93,92.79926,0.20074,1,0,0,0,1,0
Chateau Meyney (Futures Pre-sale),2009,Bordeaux Red Blends,St. Estephe, Bordeaux, France,38.99,92,92.54605,-0.54605,1,0,0,0,1,0
Chateau Lusseau,2006,Bordeaux Red Blends,St. Emilion, Bordeaux, France,33.99,90,92.46443,-2.46443,1,0,0,0,1,0
Chateau L'Eglise Clinet,2005,Bordeaux Red Blends,Pomerol, Bordeaux, France,799.00,100,97.17216,2.82784,1,0,0,0,1,0
Chateau L'Eglise Clinet,2008,Bordeaux Red Blends,Pomerol, Bordeaux, France,259.99,95,93.89401,1.10599,1,0,0,0,1,0
Chateau Lagrange (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,64.99,90,92.70662,-2.70662,1,0,0,0,1,0
Chateau Labegorce (Futures Pre-Sale),2009,Bordeaux Red Blends,Margaux, Bordeaux, France,26.99,90,92.47194,-2.47194,1,0,0,0,1,0
Chateau La Tour Carnet,2008,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,59.99,91,92.65883,-1.65883,1,0,0,0,1,0
Chateau La Tour Carnet (Futures Pre-Sale),2009,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,43.99,92,92.57692,-0.57692,1,0,0,0,1,0
Chateau La Gaffeliere,2008,Bordeaux Red Blends,St. Emilion, Bordeaux, France,57.00,93,92.64037,0.35963,1,0,0,0,1,0
Chateau La Dominique,2006,Bordeaux Red Blends,St. Emilion, Bordeaux, France,49.99,90,92.56325,-2.56325,1,0,0,0,1,0
Chateau La Dominique,2008,Bordeaux Red Blends,St. Emilion, Bordeaux, France,51.97,90,92.60930,-2.60930,1,0,0,0,1,0
Chateau La Dominique (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,56.99,93,92.65721,0.34279,1,0,0,0,1,0
Chateau Haut-Batailley,2006,Bordeaux Red Blends,Pauillac, Bordeaux, France,51.99,91,92.57559,-1.57559,1,0,0,0,1,0
Chateau Haut-Batailley,2008,Bordeaux Red Blends,Pauillac, Bordeaux, France,51.99,91,92.60942,-1.60942,1,0,0,0,1,0
Chateau Haut-Batailley (Futures Pre-sale),2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,44.99,92,92.58310,-0.58310,1,0,0,0,1,0
Chateau Ducru-Beaucaillou,2007,Bordeaux Red Blends,St. Julien, Bordeaux, France,139.00,93,93.12988,-0.12988,1,0,0,0,1,0
Chateau Ducru-Beaucaillou,2008,Bordeaux Red Blends,St. Julien, Bordeaux, France,169.97,95,93.33806,1.66194,1,0,0,0,1,0
Chateau Ducru-Beaucaillou (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,279.00,100,94.02834,5.97166,1,0,0,0,1,0
Chateau Charmail (Futures Pre-Sale),2009,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,21.99,90,92.44106,-2.44106,1,0,0,0,1,0
Chateau Branon,2006,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,42.99,93,92.52000,0.48000,1,0,0,0,1,0
Chateau Bellefont Belcier,2006,Bordeaux Red Blends,St. Emilion, Bordeaux, France,29.99,91,92.43973,-1.43973,1,0,0,0,1,0
Chateau Bellefont Belcier (Futures Pre-sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,39.99,91,92.55222,-1.55222,1,0,0,0,1,0
Chateau Pichon Longueville Comtesse de Lalande Reserve de la Comtesse (Futures Pre-Sale),2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,57.99,93,92.66339,0.33661,1,0,0,0,1,0
Chateau Fleur Cardinale (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,39.99,94,92.55222,1.44778,1,0,0,0,1,0
Chateau L'Evangile (Futures Pre-Sale),2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,299.99,100,94.15796,5.84204,1,0,0,0,1,0
Clos du Marquis (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,54.99,93,92.64487,0.35513,1,0,0,0,1,0
Clos du Marquis,2006,Bordeaux Red Blends,St. Julien, Bordeaux, France,52.99,90,92.58177,-2.58177,1,0,0,0,1,0
Clos du Marquis,2007,Bordeaux Red Blends,St. Julien, Bordeaux, France,39.99,90,92.51840,-2.51840,1,0,0,0,1,0
Chateau L'Evangile,2006,Bordeaux Red Blends,Pomerol, Bordeaux, France,179.99,93,93.36612,-0.36612,1,0,0,0,1,0
Chateau L'Evangile,2007,Bordeaux Red Blends,Pomerol, Bordeaux, France,129.00,94,93.06812,0.93188,1,0,0,0,1,0
Chateau L'Evangile,2008,Bordeaux Red Blends,Pomerol, Bordeaux, France,155.97,94,93.25159,0.74841,1,0,0,0,1,0
Chateau Fleur Cardinale,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,89.97,95,92.79324,2.20676,1,0,0,0,1,0
Chateau Bellevue Mondotte,2006,Bordeaux Red Blends,St. Emilion, Bordeaux, France,159.99,95,93.24260,1.75740,1,0,0,0,1,0
Chateau Bellevue Mondotte,2007,Bordeaux Red Blends,St. Emilion, Bordeaux, France,299.00,94,94.11803,-0.11803,1,0,0,0,1,0
Torbreck RunRig,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,185.00,96,93.67169,2.32831,0,1,0,0,0,1
Chateau Talbot (Futures Pre-Sale),2005,Bordeaux Red Blends,St. Julien, Bordeaux, France,69.99,90,92.66985,-2.66985,1,0,0,0,1,0
Gemtree Vineyards Uncut Shiraz,2008,Syrah/Shiraz,McLaren Vale, Australia,18.99,91,92.68025,-1.68025,0,1,0,0,0,1
Penfolds Thomas Hyland Shiraz,2008,Syrah/Shiraz,Australia,14.29,88,92.65123,-4.65123,0,1,0,0,0,1
Tenuta San Guido Sassicaia,2007,Bordeaux Red Blends,Bolgheri, Tuscany, Italy,239.97,94,91.48364,2.51636,1,0,0,1,0,0
R Wines Southern Gothic Belle Shiraz,2008,Syrah/Shiraz,Barossa Valley, Barossa, Australia,19.99,90,92.68643,-2.68643,0,1,0,0,0,1
Hazyblur Limited Release The Invictus Shiraz,2005,Syrah/Shiraz,Australia,99.99,97,93.12978,3.87022,0,1,0,0,0,1
Innocent Bystander Yarra Valley Pinot Noir,2009,Pinot Noir,Yarra Valley, Australia,19.99,88,90.12225,-2.12225,0,0,1,0,0,1
Tua Rita Per Sempre Syrah,2007,Syrah/Shiraz,Tuscany, Italy,189.00,96,91.99755,4.00245,0,1,0,1,0,0
Innocent Bystander Shiraz Viognier,2007,Syrah/Shiraz,Australia,16.99,89,92.65099,-3.65099,0,1,0,0,0,1
Chateau Magrez Fombrauge,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,129.00,95,93.03429,1.96571,1,0,0,0,1,0
Mr. Riggs The Gaffer Shiraz,2008,Syrah/Shiraz,Australia,22.99,88,92.70496,-4.70496,0,1,0,0,0,1
Tenuta di Trinoro Rosso di Toscano,2007,Bordeaux Red Blends,Tuscany, Italy,249.00,95,91.53941,3.46059,1,0,0,1,0,0
Penfolds Grange,2005,Syrah/Shiraz,Australia,269.00,97,94.17357,2.82643,0,1,0,0,0,1
Guigal Ermitage Ex Voto Rouge,2006,Syrah/Shiraz,Hermitage, Rhone, France,299.99,95,94.93593,0.06407,0,1,0,0,1,0
Guigal Saint-Joseph Vignes de l'Hospice Rouge,2007,Syrah/Shiraz,Rhone, France,99.00,94,93.71153,0.28847,0,1,0,0,1,0
Guigal La Landonne Cote Rotie,2006,Syrah/Shiraz,Cote Rotie, Rhone, France,339.00,98,95.17685,2.82315,0,1,0,0,1,0
Guigal La Mouline Cote Rotie,2006,Syrah/Shiraz,Cote Rotie, Rhone, France,229.99,95,94.50361,0.49639,0,1,0,0,1,0
Guigal La Turque Cote Rotie,2006,Syrah/Shiraz,Cote Rotie, Rhone, France,325.00,97,95.09038,1.90962,0,1,0,0,1,0
Jean-Louis Chave Hermitage,2006,Syrah/Shiraz,Hermitage, Rhone, France,209.00,96,94.37398,1.62602,0,1,0,0,1,0
Brancaia Tre,2008,Tuscan Blends,Tuscany, Italy,15.99,90,90.11726,-0.11726,1,0,0,1,0,0
Chateau La Mondotte (Futures Pre-Sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,389.00,98,94.70769,3.29231,1,0,0,0,1,0
Chateau Figeac (Futures Pre-sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,239.00,94,93.78130,0.21870,1,0,0,0,1,0
Chateau Figeac,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,169.97,90,93.28732,-3.28732,1,0,0,0,1,0
Tenuta Sette Ponti Crognolo,2008,Tuscan Blends,Tuscany, Italy,29.97,92,90.20361,1.79639,1,0,0,1,0,0
Hewitson The Mad Hatter Shiraz,2006,Syrah/Shiraz,McLaren Vale, Australia,44.99,90,92.80701,-2.80701,0,1,0,0,0,1
Torbreck Descendant Shiraz,2007,Syrah/Shiraz,Barossa Valley, Barossa, Australia,99.00,94,93.15749,0.84251,0,1,0,0,0,1
Chateau Certan de May,2005,Bordeaux Red Blends,Pomerol, Bordeaux, France,129.00,92,93.03429,-1.03429,1,0,0,0,1,0
Chateau Certan de May,2006,Bordeaux Red Blends,Pomerol, Bordeaux, France,125.97,92,93.03249,-1.03249,1,0,0,0,1,0
Chateau Certan de May (Futures Pre-sale),2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,99.99,93,92.92278,0.07722,1,0,0,0,1,0
Chateau Latour A Pomerol,2008,Bordeaux Red Blends,Pomerol, Bordeaux, France,49.99,91,92.59706,-1.59706,1,0,0,0,1,0
Chateau Latour A Pomerol (Futures Pre-sale),2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,99.99,92,92.92278,-0.92278,1,0,0,0,1,0
Chateau Rouget,2005,Bordeaux Red Blends,Pomerol, Bordeaux, France,59.97,90,92.60797,-2.60797,1,0,0,0,1,0
Chateau Rouget (Futures Pre-sale),2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,49.99,92,92.61398,-0.61398,1,0,0,0,1,0
Chateau Trotanoy,2005,Bordeaux Red Blends,Pomerol, Bordeaux, France,279.99,96,93.96680,2.03320,1,0,0,0,1,0
Chateau Trotanoy,2006,Bordeaux Red Blends,Pomerol, Bordeaux, France,129.00,93,93.05121,-0.05121,1,0,0,0,1,0
Chateau Trotanoy (Futures Pre-sale),2008,Bordeaux Red Blends,Pomerol, Bordeaux, France,229.00,100,93.70262,6.29738,1,0,0,0,1,0
Chateau Trotanoy (Futures Pre-sale),2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,399.00,97,94.76944,2.23056,1,0,0,0,1,0
Chateau Belair-Monange,2008,Bordeaux Red Blends,St. Emilion, Bordeaux, France,89.99,93,92.84410,0.15590,1,0,0,0,1,0
Chateau Belair-Monange (Futures Pre-sale),2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,189.00,94,93.47250,0.52750,1,0,0,0,1,0
Delas Hermitage Les Bessards,2006,Syrah/Shiraz,Hermitage, Rhone, France,209.97,97,94.37997,2.62003,0,1,0,0,1,0
Orma Toscana,2006,Bordeaux Red Blends,Tuscany, Italy,62.99,90,90.37371,-0.37371,1,0,0,1,0,0
Domaine Leroy Vosne Romanee les Beaux Monts,2005,Pinot Noir,Burgundy, France,599.00,94,94.18459,-0.18459,0,0,1,0,1,0
Kilikanoon Attunga 1865 Shiraz,2005,Syrah/Shiraz,Clare Valley, Australia,149.99,97,93.43857,3.56143,0,1,0,0,0,1
Elderton Command Shiraz,2006,Syrah/Shiraz,Barossa, Australia,69.99,94,92.96140,1.03860,0,1,0,0,0,1
Tua Rita Giusto di Notri,2005,Bordeaux Red Blends,Tuscany, Italy,95.00,92,90.55449,1.44551,1,0,0,1,0,0
Mollydooker Velvet Glove Shiraz,2009,Syrah/Shiraz,Australia,159.00,97,93.56186,3.43814,0,1,0,0,0,1
John Duval Entity Shiraz,2008,Syrah/Shiraz,Barossa Valley, Barossa, Australia,41.99,94,92.82230,1.17770,0,1,0,0,0,1
d'Arenberg The Dead Arm Shiraz,2008,Syrah/Shiraz,McLaren Vale, Australia,59.99,91,92.93347,-1.93347,0,1,0,0,0,1
Giant Steps Sexton Vineyard Pinot Noir,2008,Pinot Noir,Yarra Valley, Australia,24.99,90,90.13622,-0.13622,0,0,1,0,0,1
d'Arenberg The Laughing Magpie Shiraz Viognier,2008,Syrah/Shiraz,McLaren Vale, Australia,29.99,91,92.74819,-1.74819,0,1,0,0,0,1
Kurtz Family Vineyards Boundary Row Shiraz,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,16.99,92,92.61717,-0.61717,0,1,0,0,0,1
Maculan Brentino,2007,Bordeaux Red Blends,Veneto, Italy,14.99,89,90.09418,-1.09418,1,0,0,1,0,0
Maculan Brentino,2008,Bordeaux Red Blends,Veneto, Italy,19.99,90,90.14197,-0.14197,1,0,0,1,0,0
