id,name,vintage,price,JS,url,varietal,location,bordeauxBlends,syrah,pinot,italy,france,australia
422662,"Chateau Clinet (Futures Pre-Sale)",2017,79.97,93,https://www.wine.com/product/chateau-clinet-futures-pre-sale-2017/422662,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
422668,"Chateau Clos Marsalette (Futures Pre-Sale)",2017,24.97,91,https://www.wine.com/product/chateau-clos-marsalette-futures-pre-sale-2017/422668,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
422671,"Chateau Cos d'Estournel (Futures Pre-Sale)",2017,149.97,98,https://www.wine.com/product/chateau-cos-destournel-futures-pre-sale-2017/422671,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
422675,"Chateau Cos d'Estournel Pagodes de Cos (Futures Pre-Sale)",2017,44.97,93,https://www.wine.com/product/chateau-cos-destournel-pagodes-de-cos-futures-pre-sale-2017/422675,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
422687,"Chateau d'Aiguilhe (Futures Pre-Sale)",2017,24.97,90,https://www.wine.com/product/chateau-daiguilhe-futures-pre-sale-2017/422687,"Bordeaux Red Blends","Cotes de Castillon, Bordeaux, France",1,0,0,0,1,0
422688,"Chateau Dalem (Futures Pre-Sale)",2017,21.97,93,https://www.wine.com/product/chateau-dalem-futures-pre-sale-2017/422688,"Bordeaux Red Blends","Fronsac, Bordeaux, France",1,0,0,0,1,0
422689,"Chateau d'Armailhac (Futures Pre-Sale)",2017,47.97,94,https://www.wine.com/product/chateau-darmailhac-futures-pre-sale-2017/422689,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
422702,"Chateau d'Issan (Futures Pre-Sale)",2017,62.97,94,https://www.wine.com/product/chateau-dissan-futures-pre-sale-2017/422702,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
422706,"Chateau du Tertre (Futures Pre-Sale)",2017,43.97,92,https://www.wine.com/product/chateau-du-tertre-futures-pre-sale-2017/422706,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
422707,"Chateau Ducru-Beaucaillou (Futures Pre-Sale)",2017,171.97,98,https://www.wine.com/product/chateau-ducru-beaucaillou-futures-pre-sale-2017/422707,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
422710,"Chateau Ducru-Beaucaillou Croix de Beaucaillou (Futures Pre-Sale)",2017,45.97,93,https://www.wine.com/product/chateau-ducru-beaucaillou-croix-de-beaucaillou-futures-pre-sale-2017/422710,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
422711,"Chateau Duhart-Milon (Futures Pre-Sale)",2017,69.97,91,https://www.wine.com/product/chateau-duhart-milon-futures-pre-sale-2017/422711,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
422715,"Chateau Faugeres (Futures Pre-Sale)",2017,41.97,93,https://www.wine.com/product/chateau-faugeres-futures-pre-sale-2017/422715,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
422721,"Chateau Figeac (Futures Pre-Sale)",2017,171.97,96,https://www.wine.com/product/chateau-figeac-futures-pre-sale-2017/422721,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
422723,"Chateau Fombrauge (Futures Pre-Sale)",2017,27.97,92,https://www.wine.com/product/chateau-fombrauge-futures-pre-sale-2017/422723,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
422725,"Chateau Fonplegade (Futures Pre-Sale)",2017,36.97,93,https://www.wine.com/product/chateau-fonplegade-futures-pre-sale-2017/422725,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
422731,"Chateau Giscours (Futures Pre-Sale)",2017,61.97,93,https://www.wine.com/product/chateau-giscours-futures-pre-sale-2017/422731,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
422733,"Chateau Gloria (Futures Pre-Sale)",2017,39.97,91,https://www.wine.com/product/chateau-gloria-futures-pre-sale-2017/422733,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
422735,"Chateau Grand-Puy-Lacoste (Futures Pre-Sale)",2017,77.97,93,https://www.wine.com/product/chateau-grand-puy-lacoste-futures-pre-sale-2017/422735,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
422739,"Chateau Haut-Brisson (Futures Pre-Sale)",2017,24.97,93,https://www.wine.com/product/chateau-haut-brisson-futures-pre-sale-2017/422739,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
422740,"Chateau Haut-Bages Liberal (Futures Pre-Sale)",2017,42.97,95,https://www.wine.com/product/chateau-haut-bages-liberal-futures-pre-sale-2017/422740,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
422741,"Chateau Haut-Bailly (Futures Pre-Sale)",2017,99.97,95,https://www.wine.com/product/chateau-haut-bailly-futures-pre-sale-2017/422741,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
422743,"Chateau Haut-Bailly La Parde de Haut-Bailly (Futures Pre-Sale)",2017,29.97,91,https://www.wine.com/product/chateau-haut-bailly-la-parde-de-haut-bailly-futures-pre-sale-2017/422743,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
422746,"Chateau Haut-Brion (Futures Pre-Sale)",2017,499.97,96,https://www.wine.com/product/chateau-haut-brion-futures-pre-sale-2017/422746,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
422751,"Chateau Hosanna (Futures Pre-Sale)",2017,169.97,96,https://www.wine.com/product/chateau-hosanna-futures-pre-sale-2017/422751,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
422752,"Chateau Kirwan (Futures Pre-Sale)",2017,46.97,90,https://www.wine.com/product/chateau-kirwan-futures-pre-sale-2017/422752,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
422756,"Chateau La Conseillante (Futures Pre-Sale)",2017,171.97,95,https://www.wine.com/product/chateau-la-conseillante-futures-pre-sale-2017/422756,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
422760,"Chateau La Gaffeliere (Futures Pre-Sale)",2017,69.97,95,https://www.wine.com/product/chateau-la-gaffeliere-futures-pre-sale-2017/422760,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
422763,"Chateau La Mission Haut-Brion (Futures Pre-Sale)",2017,347.97,96,https://www.wine.com/product/chateau-la-mission-haut-brion-futures-pre-sale-2017/422763,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
422765,"Chateau La Mondotte (Futures Pre-Sale)",2017,169.97,97,https://www.wine.com/product/chateau-la-mondotte-futures-pre-sale-2017/422765,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
422767,"Chateau La Vieille Cure (Futures Pre-Sale)",2017,21.97,90,https://www.wine.com/product/chateau-la-vieille-cure-futures-pre-sale-2017/422767,"Bordeaux Red Blends","Fronsac, Bordeaux, France",1,0,0,0,1,0
422768,"Chateau Labegorce (Futures Pre-Sale)",2017,28.97,93,https://www.wine.com/product/chateau-labegorce-futures-pre-sale-2017/422768,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
422769,"Chateau Lafite Rothschild (Futures Pre-Sale)",2017,609.97,98,https://www.wine.com/product/chateau-lafite-rothschild-futures-pre-sale-2017/422769,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
422783,"Chateau Lafon-Rochet (Futures Pre-Sale)",2017,47.97,93,https://www.wine.com/product/chateau-lafon-rochet-futures-pre-sale-2017/422783,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
422784,"Chateau Lagrange (Futures Pre-Sale)",2017,44.97,93,https://www.wine.com/product/chateau-lagrange-futures-pre-sale-2017/422784,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
422787,"Chateau Langoa Barton (Futures Pre-Sale)",2017,49.97,94,https://www.wine.com/product/chateau-langoa-barton-futures-pre-sale-2017/422787,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
422788,"Chateau Larcis-Ducasse (Futures Pre-Sale)",2017,69.97,95,https://www.wine.com/product/chateau-larcis-ducasse-futures-pre-sale-2017/422788,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
422790,"Chateau Larrivet Haut-Brion (Futures Pre-Sale)",2017,36.97,92,https://www.wine.com/product/chateau-larrivet-haut-brion-futures-pre-sale-2017/422790,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
422795,"Chateau L'Eglise Clinet (Futures Pre-Sale)",2017,209.97,98,https://www.wine.com/product/chateau-leglise-clinet-futures-pre-sale-2017/422795,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
422796,"Chateau Leoville Barton (Futures Pre-Sale)",2017,77.97,95,https://www.wine.com/product/chateau-leoville-barton-futures-pre-sale-2017/422796,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
422798,"Chateau Leoville Las Cases (Futures Pre-Sale)",2017,204.97,97,https://www.wine.com/product/chateau-leoville-las-cases-futures-pre-sale-2017/422798,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
422800,"Chateau Leoville Poyferre (Futures Pre-Sale)",2017,79.97,96,https://www.wine.com/product/chateau-leoville-poyferre-futures-pre-sale-2017/422800,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
422802,"Chateau Les Carmes Haut Brion (Futures Pre-Sale)",2017,79.97,95,https://www.wine.com/product/chateau-les-carmes-haut-brion-futures-pre-sale-2017/422802,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
422803,"Chateau Les Grands Chenes (Futures Pre-Sale)",2017,17.97,93,https://www.wine.com/product/chateau-les-grands-chenes-futures-pre-sale-2017/422803,"Bordeaux Red Blends","Medoc, Bordeaux, France",1,0,0,0,1,0
422805,"Chateau Les Ormes de Pez (Futures Pre-Sale)",2017,30.97,93,https://www.wine.com/product/chateau-les-ormes-de-pez-futures-pre-sale-2017/422805,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
422807,"Chateau L'Evangile (Futures Pre-Sale)",2017,249.97,95,https://www.wine.com/product/chateau-levangile-futures-pre-sale-2017/422807,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
422808,"Chateau Lilian Ladouys (Futures Pre-Sale)",2017,24.97,91,https://www.wine.com/product/chateau-lilian-ladouys-futures-pre-sale-2017/422808,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
422811,"Chateau Lynch-Bages (Futures Pre-Sale)",2017,109.97,96,https://www.wine.com/product/chateau-lynch-bages-futures-pre-sale-2017/422811,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
422814,"Chateau Lynch-Bages Echo de (Futures Pre-Sale)",2017,39.97,93,https://www.wine.com/product/chateau-lynch-bages-echo-de-futures-pre-sale-2017/422814,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
422818,"Chateau Malartic-Lagraviere (Futures Pre-Sale)",2017,49.97,93,https://www.wine.com/product/chateau-malartic-lagraviere-futures-pre-sale-2017/422818,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
422821,"Chateau Malescot St. Exupery (Futures Pre-Sale)",2017,52.97,96,https://www.wine.com/product/chateau-malescot-st-exupery-futures-pre-sale-2017/422821,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
422822,"Chateau Margaux (Futures Pre-Sale)",2017,499.97,98,https://www.wine.com/product/chateau-margaux-futures-pre-sale-2017/422822,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
422825,"Chateau Margaux Pavillon Rouge (Futures Pre-Sale)",2017,199.97,95,https://www.wine.com/product/chateau-margaux-pavillon-rouge-futures-pre-sale-2017/422825,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
422827,"Chateau Marquis d'Alesme Becker (Futures Pre-Sale)",2017,41.97,92,https://www.wine.com/product/chateau-marquis-dalesme-becker-futures-pre-sale-2017/422827,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
422830,"Chateau Monbousquet (Futures Pre-Sale)",2017,54.97,93,https://www.wine.com/product/chateau-monbousquet-futures-pre-sale-2017/422830,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
422832,"Chateau Montrose (Futures Pre-Sale)",2017,139.97,97,https://www.wine.com/product/chateau-montrose-futures-pre-sale-2017/422832,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
422834,"Chateau Montrose La Dame de Montrose (Futures Pre-Sale)",2017,39.97,92,https://www.wine.com/product/chateau-montrose-la-dame-de-montrose-futures-pre-sale-2017/422834,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
422835,"Chateau Mouton Rothschild (Futures Pre-Sale)",2017,499.97,98,https://www.wine.com/product/chateau-mouton-rothschild-futures-pre-sale-2017/422835,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
422840,"Chateau Olivier (Futures Pre-Sale)",2017,31.97,91,https://www.wine.com/product/chateau-olivier-futures-pre-sale-2017/422840,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
422842,"Chateau Palmer (Futures Pre-Sale)",2017,279.97,98,https://www.wine.com/product/chateau-palmer-futures-pre-sale-2017/422842,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
422844,"Chateau Palmer Alter Ego de Palmer (Futures Pre-Sale)",2017,74.97,93,https://www.wine.com/product/chateau-palmer-alter-ego-de-palmer-futures-pre-sale-2017/422844,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
422846,"Chateau Pape Clement (Futures Pre-Sale)",2017,92.97,96,https://www.wine.com/product/chateau-pape-clement-futures-pre-sale-2017/422846,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
422849,"Chateau Pavie (Futures Pre-Sale)",2017,389.97,97,https://www.wine.com/product/chateau-pavie-futures-pre-sale-2017/422849,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
422851,"Chateau Pavie Decesse (Futures Pre-Sale)",2017,124.97,96,https://www.wine.com/product/chateau-pavie-decesse-futures-pre-sale-2017/422851,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
422852,"Chateau Pavie Macquin (Futures Pre-Sale)",2017,74.97,95,https://www.wine.com/product/chateau-pavie-macquin-futures-pre-sale-2017/422852,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
422854,"Chateau Pedesclaux (Futures Pre-Sale)",2017,42.97,94,https://www.wine.com/product/chateau-pedesclaux-futures-pre-sale-2017/422854,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
422856,"Chateau Petit Village (Futures Pre-Sale)",2017,74.97,95,https://www.wine.com/product/chateau-petit-village-futures-pre-sale-2017/422856,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
422859,"Chateau Phelan Segur (Futures Pre-Sale)",2017,44.97,93,https://www.wine.com/product/chateau-phelan-segur-futures-pre-sale-2017/422859,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
422860,"Chateau Pibran (Futures Pre-Sale)",2017,37.97,92,https://www.wine.com/product/chateau-pibran-futures-pre-sale-2017/422860,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
422861,"Chateau Pichon Longueville Comtesse de Lalande (Futures Pre-Sale)",2017,129.97,96,https://www.wine.com/product/chateau-pichon-longueville-comtesse-de-lalande-futures-pre-sale-2017/422861,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
422864,"Chateau Pichon-Longueville Baron (Futures Pre-Sale)",2017,134.97,96,https://www.wine.com/product/chateau-pichon-longueville-baron-futures-pre-sale-2017/422864,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
422867,"Chateau Pontet-Canet (Futures Pre-Sale)",2017,113.97,97,https://www.wine.com/product/chateau-pontet-canet-futures-pre-sale-2017/422867,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
422870,"Chateau Prieure-Lichine (Futures Pre-Sale)",2017,40.97,94,https://www.wine.com/product/chateau-prieure-lichine-futures-pre-sale-2017/422870,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
422873,"Chateau Rauzan-Segla (Futures Pre-Sale)",2017,77.97,95,https://www.wine.com/product/chateau-rauzan-segla-futures-pre-sale-2017/422873,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
422881,"Chateau Saint-Pierre (Futures Pre-Sale)",2017,57.97,92,https://www.wine.com/product/chateau-saint-pierre-futures-pre-sale-2017/422881,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
422884,"Chateau Serilhan (Futures Pre-Sale)",2017,19.97,92,https://www.wine.com/product/chateau-serilhan-futures-pre-sale-2017/422884,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
422885,"Chateau Siran (Futures Pre-Sale)",2017,29.97,93,https://www.wine.com/product/chateau-siran-futures-pre-sale-2017/422885,"Bordeaux Red Blends","Margaux, Bordeaux, France",1,0,0,0,1,0
422886,"Chateau Smith Haut Lafitte (Futures Pre-Sale)",2017,99.97,96,https://www.wine.com/product/chateau-smith-haut-lafitte-futures-pre-sale-2017/422886,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
422892,"Chateau Talbot (Futures Pre-Sale)",2017,55.97,93,https://www.wine.com/product/chateau-talbot-futures-pre-sale-2017/422892,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
422894,"Chateau Troplong Mondot (Futures Pre-Sale)",2017,104.97,96,https://www.wine.com/product/chateau-troplong-mondot-futures-pre-sale-2017/422894,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
422895,"Clos de l'Oratoire (Futures Pre-Sale)",2017,39.97,94,https://www.wine.com/product/clos-de-loratoire-futures-pre-sale-2017/422895,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
422896,"Clos du Marquis (Futures Pre-Sale)",2017,49.97,94,https://www.wine.com/product/clos-du-marquis-futures-pre-sale-2017/422896,"Bordeaux Red Blends","St. Julien, Bordeaux, France",1,0,0,0,1,0
422897,"Clos Fourtet (Futures Pre-Sale)",2017,105.97,95,https://www.wine.com/product/clos-fourtet-futures-pre-sale-2017/422897,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
422899,"Clos L'Eglise Pomerol (Futures Pre-Sale)",2017,82.97,93,https://www.wine.com/product/clos-leglise-pomerol-futures-pre-sale-2017/422899,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
422900,"Domaine de Chevalier (Futures Pre-Sale)",2017,61.97,94,https://www.wine.com/product/domaine-de-chevalier-futures-pre-sale-2017/422900,"Bordeaux Red Blends","Pessac-Leognan, Bordeaux, France",1,0,0,0,1,0
422905,"Enclos Tourmaline (Futures Pre-Sale)",2017,135.97,96,https://www.wine.com/product/enclos-tourmaline-futures-pre-sale-2017/422905,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
422907,"Tour Saint Christophe (Futures Pre-Sale)",2017,29.97,94,https://www.wine.com/product/tour-saint-christophe-futures-pre-sale-2017/422907,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
422908,"Vieux Chateau Certan (Futures Pre-Sale)",2017,239.97,98,https://www.wine.com/product/vieux-chateau-certan-futures-pre-sale-2017/422908,"Bordeaux Red Blends","Pomerol, Bordeaux, France",1,0,0,0,1,0
422913,"Torbreck RunRig",2015,199.99,96,https://www.wine.com/product/torbreck-runrig-2015/422913,Syrah/Shiraz,"Barossa Valley, Barossa, Australia",0,1,0,0,0,1
423033,"Antinori Tignanello",2015,124.99,98,https://www.wine.com/product/antinori-tignanello-2015/423033,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
426298,"Domaine Duclaux Cote Rotie La Germine",2015,62.99,92,https://www.wine.com/product/domaine-duclaux-cote-rotie-la-germine-2015/426298,Syrah/Shiraz,"Cote Rotie, Rhone, France",0,1,0,0,1,0
426688,"Guigal Saint-Joseph Lieu-Dit Rouge",2015,59.99,96,https://www.wine.com/product/guigal-saint-joseph-lieu-dit-rouge-2015/426688,Syrah/Shiraz,"Saint-Joseph, Rhone, France",0,1,0,0,1,0
427673,"Kalleske Greenock Shiraz",2016,47.99,92,https://www.wine.com/product/kalleske-greenock-shiraz-2016/427673,Syrah/Shiraz,"Barossa Valley, Barossa, Australia",0,1,0,0,0,1
427678,"Kalleske Moppa Shiraz",2016,35.99,95,https://www.wine.com/product/kalleske-moppa-shiraz-2016/427678,Syrah/Shiraz,"Barossa Valley, Barossa, Australia",0,1,0,0,0,1
427682,"Tenuta Guado al Tasso Il Bruciato",2016,24.99,94,https://www.wine.com/product/tenuta-guado-al-tasso-il-bruciato-2016/427682,"Bordeaux Red Blends","Bolgheri, Tuscany, Italy",1,0,0,1,0,0
428482,"Bouchard Pere & Fils Beaune Greves Premier Cru Vigne de l'Enfant Jesus",2014,129,92,https://www.wine.com/product/bouchard-pere-and-fils-beaune-greves-premier-cru-vigne-de-lenfant-jesus-2014/428482,"Pinot Noir","Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",0,0,1,0,1,0
428498,"Bucci Piceno Pongelli",2014,21.99,92,https://www.wine.com/product/bucci-piceno-pongelli-2014/428498,"Tuscan Blends","Marche, Italy",1,0,0,1,0,0
430218,"Chateau de Pez",2015,49.99,90,https://www.wine.com/product/chateau-de-pez-2015/430218,"Bordeaux Red Blends","St. Estephe, Bordeaux, France",1,0,0,0,1,0
430244,"Torbreck The Laird",2013,749.99,97,https://www.wine.com/product/torbreck-the-laird-2013/430244,Syrah/Shiraz,"Barossa Valley, Barossa, Australia",0,1,0,0,0,1
430249,"Brancaia Il Blu",2013,74.99,96,https://www.wine.com/product/brancaia-il-blu-2013/430249,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
430630,"Tenuta San Guido Le Difese Toscana",2015,29.99,92,https://www.wine.com/product/tenuta-san-guido-le-difese-toscana-2015/430630,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
430640,"Penfolds St. Henri Shiraz",2014,99.99,94,https://www.wine.com/product/penfolds-st-henri-shiraz-2014/430640,Syrah/Shiraz,Australia,0,1,0,0,0,1
430644,"Penfolds RWT Shiraz",2014,149.99,94,https://www.wine.com/product/penfolds-rwt-shiraz-2014/430644,Syrah/Shiraz,"Barossa Valley, Barossa, Australia",0,1,0,0,0,1
430659,"Penfolds RWT Shiraz",2015,139.99,97,https://www.wine.com/product/penfolds-rwt-shiraz-2015/430659,Syrah/Shiraz,"Barossa Valley, Barossa, Australia",0,1,0,0,0,1
430877,"Ruffino Modus",2015,26.99,94,https://www.wine.com/product/ruffino-modus-2015/430877,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
430882,"Rocca di Frassinello Le Sughere di Frassinello",2015,24.99,92,https://www.wine.com/product/rocca-di-frassinello-le-sughere-di-frassinello-2015/430882,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
431025,"Frescobaldi Tenuta di Castiglioni",2015,22.99,91,https://www.wine.com/product/frescobaldi-tenuta-di-castiglioni-2015/431025,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
431031,"Mitolo The Jester Shiraz",2016,17.99,91,https://www.wine.com/product/mitolo-the-jester-shiraz-2016/431031,Syrah/Shiraz,"McLaren Vale, Australia",0,1,0,0,0,1
431057,"Chateau Haut-Batailley (Futures Pre-Sale)",2017,64.97,95,https://www.wine.com/product/chateau-haut-batailley-futures-pre-sale-2017/431057,"Bordeaux Red Blends","Pauillac, Bordeaux, France",1,0,0,0,1,0
431062,"Rocca delle Macie Sasyr",2014,12.99,91,https://www.wine.com/product/rocca-delle-macie-sasyr-2014/431062,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
431063,"Rocca delle Macie Rubizzo",2015,11.99,90,https://www.wine.com/product/rocca-delle-macie-rubizzo-2015/431063,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
431095,"Saint Cosme Cote Rotie",2016,79.99,94,https://www.wine.com/product/saint-cosme-cote-rotie-2016/431095,Syrah/Shiraz,"Cote Rotie, Rhone, France",0,1,0,0,1,0
431107,"Saint Cosme Crozes-Hermitage",2016,32.99,93,https://www.wine.com/product/saint-cosme-crozes-hermitage-2016/431107,Syrah/Shiraz,"Crozes-Hermitage, Rhone, France",0,1,0,0,1,0
431109,"Saint Cosme Saint-Joseph",2016,36.99,94,https://www.wine.com/product/saint-cosme-saint-joseph-2016/431109,Syrah/Shiraz,"Saint-Joseph, Rhone, France",0,1,0,0,1,0
431136,"Luce Della Vite Luce Toscana",2015,119.99,97,https://www.wine.com/product/luce-della-vite-luce-toscana-2015/431136,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
431141,"Best's Great Western Bin No 1 Shiraz",2016,24.99,94,https://www.wine.com/product/bests-great-western-bin-no-1-shiraz-2016/431141,Syrah/Shiraz,Australia,0,1,0,0,0,1
431171,"Bouchard Aine & Fils Gevrey-Chambertin",2015,32.99,91,https://www.wine.com/product/bouchard-aine-and-fils-gevrey-chambertin-2015/431171,"Pinot Noir","Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",0,0,1,0,1,0
431250,"Mac Forbes Yarra Valley Pinot Noir",2016,32.99,90,https://www.wine.com/product/mac-forbes-yarra-valley-pinot-noir-2016/431250,"Pinot Noir","Yarra Valley, Australia",0,0,1,0,0,1
433143,"I Balzini Società Agricola sas. Green Label Sangiovese Mammolo",2016,9.99,90,https://www.wine.com/product/i-balzini-societa-agricola-sas-green-label-sangiovese-mammolo-2016/433143,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
433246,"Rocca di Frassinello Maremma Toscana",2014,44.99,92,https://www.wine.com/product/rocca-di-frassinello-maremma-toscana-2014/433246,"Tuscan Blends","Tuscany, Italy",1,0,0,1,0,0
433323,"Chanson Pere & Fils Bourgogne Pinot Noir",2015,19.99,90,https://www.wine.com/product/chanson-pere-and-fils-bourgogne-pinot-noir-2015/433323,"Pinot Noir","Burgundy, France",0,0,1,0,1,0
433465,"Castello dei Rampolla d'Alceo",2013,218.99,96,https://www.wine.com/product/castello-dei-rampolla-dalceo-2013/433465,"Bordeaux Red Blends","Tuscany, Italy",1,0,0,1,0,0
433743,"Chateau Saintayme",2015,24.99,93,https://www.wine.com/product/chateau-saintayme-2015/433743,"Bordeaux Red Blends","St. Emilion, Bordeaux, France",1,0,0,0,1,0
433955,"Chateau Greysac",2014,22.99,90,https://www.wine.com/product/chateau-greysac-2014/433955,"Bordeaux Red Blends","Medoc, Bordeaux, France",1,0,0,0,1,0
